"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 23 06:29:27 GMT 2022","Wed Nov 23 06:29:27 GMT 2022","41","","test_login_page","","","","test_password_is_empty[problem_user-]",""
"passed","Wed Nov 23 06:29:51 GMT 2022","Wed Nov 23 06:29:51 GMT 2022","24","","test_login_page","","","","test_password_is_whitespace[standard_user-   ]",""
"passed","Wed Nov 23 06:29:47 GMT 2022","Wed Nov 23 06:29:47 GMT 2022","21","","test_login_page","","","","test_password_is_login[performance_glitch_user-problem_user]",""
"passed","Wed Nov 23 06:30:09 GMT 2022","Wed Nov 23 06:30:36 GMT 2022","26739","","test_main","","","","test_add_all_products_by_one",""
"passed","Wed Nov 23 06:29:35 GMT 2022","Wed Nov 23 06:29:35 GMT 2022","21","","test_login_page","","","","test_password_is_login[locked_out_user-standard_user]",""
"passed","Wed Nov 23 06:29:40 GMT 2022","Wed Nov 23 06:29:40 GMT 2022","21","","test_login_page","","","","test_password_is_login[problem_user-standard_user]",""
"passed","Wed Nov 23 06:29:25 GMT 2022","Wed Nov 23 06:29:25 GMT 2022","50","","test_login_page","","","","test_password_is_empty[locked_out_user-]",""
"passed","Wed Nov 23 06:29:39 GMT 2022","Wed Nov 23 06:29:39 GMT 2022","21","","test_login_page","","","","test_password_is_login[locked_out_user-performance_glitch_user]",""
"passed","Wed Nov 23 06:29:59 GMT 2022","Wed Nov 23 06:30:00 GMT 2022","525","","test_main","","","","test_user_can_go_continue_shopping",""
"passed","Wed Nov 23 06:29:13 GMT 2022","Wed Nov 23 06:29:13 GMT 2022","202","","test_conformily","","","","test_conformity_item",""
"skipped","Wed Nov 23 06:29:15 GMT 2022","Wed Nov 23 06:29:15 GMT 2022","4","","test_login_page","","","","test_user_can_auth[locked_out_user]",""
"passed","Wed Nov 23 06:29:30 GMT 2022","Wed Nov 23 06:29:30 GMT 2022","27","","test_login_page","","","","test_password_is_login[standard_user-standard_user]",""
"passed","Wed Nov 23 06:29:24 GMT 2022","Wed Nov 23 06:29:24 GMT 2022","34","","test_login_page","","","","test_password_is_empty[standard_user-]",""
"passed","Wed Nov 23 06:29:53 GMT 2022","Wed Nov 23 06:29:53 GMT 2022","25","","test_login_page","","","","test_password_is_whitespace[problem_user-   ]",""
"passed","Wed Nov 23 06:29:33 GMT 2022","Wed Nov 23 06:29:33 GMT 2022","22","","test_login_page","","","","test_password_is_login[standard_user-problem_user]",""
"passed","Wed Nov 23 06:30:02 GMT 2022","Wed Nov 23 06:30:03 GMT 2022","72","","test_main","","","","test_photo_products",""
"passed","Wed Nov 23 06:31:07 GMT 2022","Wed Nov 23 06:31:07 GMT 2022","206","","test_main","","","","test_sorted_low_to_hi",""
"passed","Wed Nov 23 06:29:52 GMT 2022","Wed Nov 23 06:29:52 GMT 2022","27","","test_login_page","","","","test_password_is_whitespace[locked_out_user-   ]",""
"passed","Wed Nov 23 06:29:28 GMT 2022","Wed Nov 23 06:29:28 GMT 2022","32","","test_login_page","","","","test_password_is_empty[performance_glitch_user-]",""
"passed","Wed Nov 23 06:29:45 GMT 2022","Wed Nov 23 06:29:45 GMT 2022","21","","test_login_page","","","","test_password_is_login[performance_glitch_user-standard_user]",""
"passed","Wed Nov 23 06:30:37 GMT 2022","Wed Nov 23 06:30:49 GMT 2022","12292","","test_main","","","","test_add_remove_backpack",""
"passed","Wed Nov 23 06:29:29 GMT 2022","Wed Nov 23 06:29:29 GMT 2022","33","","test_login_page","","","","test_username_is_empty[]",""
"passed","Wed Nov 23 06:29:14 GMT 2022","Wed Nov 23 06:29:14 GMT 2022","13","","test_login_page","","","","test_user_can_auth[standard_user]",""
"passed","Wed Nov 23 06:29:57 GMT 2022","Wed Nov 23 06:29:57 GMT 2022","25","","test_login_page","","","","test_username_with_rusletters[stаndаrd_usеr]",""
"passed","Wed Nov 23 06:29:55 GMT 2022","Wed Nov 23 06:29:55 GMT 2022","24","","test_login_page","","","","test_password_is_whitespace[performance_glitch_user-   ]",""
"passed","Wed Nov 23 06:30:01 GMT 2022","Wed Nov 23 06:30:01 GMT 2022","15","","test_main","","","","test_count_products",""
"passed","Wed Nov 23 06:30:05 GMT 2022","Wed Nov 23 06:30:06 GMT 2022","1365","","test_main","","","","test_get_all_links",""
"passed","Wed Nov 23 06:31:06 GMT 2022","Wed Nov 23 06:31:06 GMT 2022","162","","test_main","","","","test_sorted_a_to_z",""
"passed","Wed Nov 23 06:31:04 GMT 2022","Wed Nov 23 06:31:05 GMT 2022","216","","test_main","","","","test_sorted_z_to_a",""
"passed","Wed Nov 23 06:29:56 GMT 2022","Wed Nov 23 06:29:56 GMT 2022","25","","test_login_page","","","","test_locked_out_user[locked_out_user]",""
"passed","Wed Nov 23 06:30:04 GMT 2022","Wed Nov 23 06:30:04 GMT 2022","34","","test_main","","","","test_link_to_price_backpack",""
"passed","Wed Nov 23 06:31:03 GMT 2022","Wed Nov 23 06:31:03 GMT 2022","22","","test_main","","","","test_filter_is_present",""
"skipped","Wed Nov 23 06:30:51 GMT 2022","Wed Nov 23 06:31:02 GMT 2022","10401","","test_main","","","","test_empty_cart_order",""
"passed","Wed Nov 23 06:30:08 GMT 2022","Wed Nov 23 06:30:08 GMT 2022","63","","test_main","","","","test_link_go_from_img",""
"passed","Wed Nov 23 06:29:41 GMT 2022","Wed Nov 23 06:29:41 GMT 2022","21","","test_login_page","","","","test_password_is_login[problem_user-locked_out_user]",""
"passed","Wed Nov 23 06:29:36 GMT 2022","Wed Nov 23 06:29:36 GMT 2022","21","","test_login_page","","","","test_password_is_login[locked_out_user-locked_out_user]",""
"passed","Wed Nov 23 06:29:44 GMT 2022","Wed Nov 23 06:29:44 GMT 2022","26","","test_login_page","","","","test_password_is_login[problem_user-performance_glitch_user]",""
"passed","Wed Nov 23 06:29:50 GMT 2022","Wed Nov 23 06:29:50 GMT 2022","28","","test_login_page","","","","test_username_is_whitespace[   ]",""
"passed","Wed Nov 23 06:29:32 GMT 2022","Wed Nov 23 06:29:32 GMT 2022","21","","test_login_page","","","","test_password_is_login[standard_user-locked_out_user]",""
"passed","Wed Nov 23 06:31:09 GMT 2022","Wed Nov 23 06:31:09 GMT 2022","196","","test_main","","","","test_sorted_hi_to_low",""
