"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 27 18:29:22 GMT 2022","Sun Nov 27 18:29:22 GMT 2022","27","tests","test_login_page","","","","test_locked_out_user[locked_out_user]",""
"passed","Sun Nov 27 18:29:31 GMT 2022","Sun Nov 27 18:29:31 GMT 2022","46","tests","test_main","","","","test_link_to_price_bike_light",""
"passed","Sun Nov 27 18:29:04 GMT 2022","Sun Nov 27 18:29:04 GMT 2022","23","tests","test_login_page","","","","test_password_is_login[locked_out_user-performance_glitch_user]",""
"passed","Sun Nov 27 18:29:21 GMT 2022","Sun Nov 27 18:29:21 GMT 2022","26","tests","test_login_page","","","","test_password_is_whitespace[performance_glitch_user-   ]",""
"passed","Sun Nov 27 18:28:54 GMT 2022","Sun Nov 27 18:28:54 GMT 2022","29","tests","test_login_page","","","","test_username_is_empty[]",""
"passed","Sun Nov 27 18:28:41 GMT 2022","Sun Nov 27 18:28:42 GMT 2022","7","tests","test_login_page","","","","test_user_can_auth[problem_user]",""
"passed","Sun Nov 27 18:30:37 GMT 2022","Sun Nov 27 18:30:37 GMT 2022","326","tests","test_sidebar","","","","test_should_be_menu_sidebar_cart",""
"passed","Sun Nov 27 18:29:11 GMT 2022","Sun Nov 27 18:29:11 GMT 2022","23","tests","test_login_page","","","","test_password_is_login[performance_glitch_user-standard_user]",""
"passed","Sun Nov 27 18:30:10 GMT 2022","Sun Nov 27 18:30:11 GMT 2022","279","tests","test_main","","","","test_conformity_item",""
"passed","Sun Nov 27 18:30:29 GMT 2022","Sun Nov 27 18:30:29 GMT 2022","283","tests","test_main","","","","test_sorted_z_to_a",""
"passed","Sun Nov 27 18:29:28 GMT 2022","Sun Nov 27 18:29:29 GMT 2022","51","tests","test_main","","","","test_link_to_price_t_shirt",""
"passed","Sun Nov 27 18:28:48 GMT 2022","Sun Nov 27 18:28:48 GMT 2022","23","tests","test_login_page","","","","test_user_can_auth[performance_glitch_user]",""
"passed","Sun Nov 27 18:30:30 GMT 2022","Sun Nov 27 18:30:31 GMT 2022","193","tests","test_main","","","","test_sorted_a_to_z",""
"passed","Sun Nov 27 18:30:04 GMT 2022","Sun Nov 27 18:30:09 GMT 2022","5353","tests","test_main","","","","test_add_remove_backpack",""
"passed","Sun Nov 27 18:28:57 GMT 2022","Sun Nov 27 18:28:57 GMT 2022","26","tests","test_login_page","","","","test_password_is_login[standard_user-locked_out_user]",""
"passed","Sun Nov 27 18:29:13 GMT 2022","Sun Nov 27 18:29:13 GMT 2022","22","tests","test_login_page","","","","test_password_is_login[performance_glitch_user-problem_user]",""
"passed","Sun Nov 27 18:29:38 GMT 2022","Sun Nov 27 18:29:38 GMT 2022","76","tests","test_main","","","","test_link_go_from_img",""
"skipped","Sun Nov 27 18:28:40 GMT 2022","Sun Nov 27 18:28:40 GMT 2022","3","tests","test_login_page","","","","test_user_can_auth[locked_out_user]",""
"passed","Sun Nov 27 18:29:09 GMT 2022","Sun Nov 27 18:29:09 GMT 2022","24","tests","test_login_page","","","","test_password_is_login[problem_user-performance_glitch_user]",""
