"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 30 09:18:15 GMT 2022","Wed Nov 30 09:18:15 GMT 2022","234","tests","test_filter","","","","test_sorted_low_to_hi",""
"passed","Wed Nov 30 09:18:28 GMT 2022","Wed Nov 30 09:18:29 GMT 2022","1506","tests","test_footer","","","","test_footer_overview_page",""
"passed","Wed Nov 30 09:19:59 GMT 2022","Wed Nov 30 09:20:04 GMT 2022","5413","tests","test_main","","","","test_add_remove_backpack",""
"passed","Wed Nov 30 09:21:49 GMT 2022","Wed Nov 30 09:21:49 GMT 2022","139","tests","test_your_information","","","","test_cansel_empty_input",""
"passed","Wed Nov 30 09:20:36 GMT 2022","Wed Nov 30 09:20:36 GMT 2022","397","tests","test_sidebar","","","","test_should_be_menu_sidebar_cart",""
"passed","Wed Nov 30 09:21:52 GMT 2022","Wed Nov 30 09:21:52 GMT 2022","354","tests","test_your_information","","","","test_continue_user_input",""
"passed","Wed Nov 30 09:19:46 GMT 2022","Wed Nov 30 09:19:46 GMT 2022","38","tests","test_main","","","","test_link_to_price_bike_light",""
"passed","Wed Nov 30 09:19:39 GMT 2022","Wed Nov 30 09:19:39 GMT 2022","22","tests","test_main","","","","test_count_products",""
"passed","Wed Nov 30 09:19:30 GMT 2022","Wed Nov 30 09:19:30 GMT 2022","27","tests","test_login_page","","","","test_password_is_whitespace[standard_user-   ]",""
"passed","Wed Nov 30 09:20:07 GMT 2022","Wed Nov 30 09:20:07 GMT 2022","278","tests","test_main","","","","test_add_to_cart_random_item",""
"skipped","Wed Nov 30 09:18:45 GMT 2022","Wed Nov 30 09:18:45 GMT 2022","139","tests","test_header","","","","test_click_on_logo_from_checkout_page",""
"passed","Wed Nov 30 09:19:51 GMT 2022","Wed Nov 30 09:19:52 GMT 2022","782","tests","test_main","","","","test_get_all_links",""
"passed","Wed Nov 30 09:19:13 GMT 2022","Wed Nov 30 09:19:13 GMT 2022","24","tests","test_login_page","","","","test_password_is_login[locked_out_user-standard_user]",""
"passed","Wed Nov 30 09:19:10 GMT 2022","Wed Nov 30 09:19:10 GMT 2022","24","tests","test_login_page","","","","test_password_is_login[standard_user-problem_user]",""
"passed","Wed Nov 30 09:20:32 GMT 2022","Wed Nov 30 09:20:33 GMT 2022","753","tests","test_main","","","","test_conform_all_items",""
"passed","Wed Nov 30 09:19:18 GMT 2022","Wed Nov 30 09:19:18 GMT 2022","23","tests","test_login_page","","","","test_password_is_login[problem_user-standard_user]",""
"passed","Wed Nov 30 09:19:27 GMT 2022","Wed Nov 30 09:19:27 GMT 2022","22","tests","test_login_page","","","","test_password_is_login[performance_glitch_user-performance_glitch_user]",""
"passed","Wed Nov 30 09:19:04 GMT 2022","Wed Nov 30 09:19:04 GMT 2022","44","tests","test_login_page","","","","test_password_is_empty[problem_user-]",""
"passed","Wed Nov 30 09:20:42 GMT 2022","Wed Nov 30 09:20:43 GMT 2022","564","tests","test_sidebar","","","","test_should_be_menu_sidebar_complete",""
"skipped","Wed Nov 30 09:18:50 GMT 2022","Wed Nov 30 09:18:50 GMT 2022","101","tests","test_header","","","","test_click_on_logo_from_inventory_item",""
"passed","Wed Nov 30 09:19:35 GMT 2022","Wed Nov 30 09:19:35 GMT 2022","56","tests","test_login_page","","","","test_locked_out_user[locked_out_user]",""
"passed","Wed Nov 30 09:20:34 GMT 2022","Wed Nov 30 09:20:34 GMT 2022","346","tests","test_sidebar","","","","test_should_be_menu_sidebar",""
"passed","Wed Nov 30 09:21:25 GMT 2022","Wed Nov 30 09:21:46 GMT 2022","20602","tests","test_sidebar","","","","test_sidebar_reset_cart_yourcart",""
"passed","Wed Nov 30 09:19:05 GMT 2022","Wed Nov 30 09:19:05 GMT 2022","26","tests","test_login_page","","","","test_password_is_empty[performance_glitch_user-]",""
"passed","Wed Nov 30 09:18:10 GMT 2022","Wed Nov 30 09:18:10 GMT 2022","26","tests","test_filter","","","","test_filter_is_present",""
"passed","Wed Nov 30 09:19:32 GMT 2022","Wed Nov 30 09:19:32 GMT 2022","26","tests","test_login_page","","","","test_password_is_whitespace[locked_out_user-   ]",""
