"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 29 14:14:11 GMT 2022","Tue Nov 29 14:14:12 GMT 2022","385","tests","test_header","","","","test_should_be_elements_of_header_on_cart_page",""
"passed","Tue Nov 29 14:15:12 GMT 2022","Tue Nov 29 14:15:12 GMT 2022","61","tests","test_login_page","","","","test_password_is_whitespace[locked_out_user-   ]",""
"passed","Tue Nov 29 14:15:27 GMT 2022","Tue Nov 29 14:15:27 GMT 2022","38","tests","test_main","","","","test_link_to_price_bike_light",""
"passed","Tue Nov 29 14:14:43 GMT 2022","Tue Nov 29 14:14:43 GMT 2022","49","tests","test_login_page","","","","test_password_is_empty[performance_glitch_user-]",""
"skipped","Tue Nov 29 14:14:22 GMT 2022","Tue Nov 29 14:14:22 GMT 2022","193","tests","test_header","","","","test_click_on_logo_from_checkout_page",""
"passed","Tue Nov 29 14:16:22 GMT 2022","Tue Nov 29 14:16:22 GMT 2022","410","tests","test_sidebar","","","","test_should_be_menu_sidebar_checkout",""
"passed","Tue Nov 29 14:15:20 GMT 2022","Tue Nov 29 14:15:20 GMT 2022","37","tests","test_main","","","","test_count_products",""
"passed","Tue Nov 29 14:13:54 GMT 2022","Tue Nov 29 14:13:56 GMT 2022","1287","tests","test_footer","","","","test_footer_inventory_item",""
"passed","Tue Nov 29 14:15:16 GMT 2022","Tue Nov 29 14:15:16 GMT 2022","41","tests","test_login_page","","","","test_locked_out_user[locked_out_user]",""
"passed","Tue Nov 29 14:13:57 GMT 2022","Tue Nov 29 14:13:59 GMT 2022","1678","tests","test_footer","","","","test_footer_cart_page",""
"passed","Tue Nov 29 14:14:57 GMT 2022","Tue Nov 29 14:14:57 GMT 2022","48","tests","test_login_page","","","","test_password_is_login[problem_user-standard_user]",""
"passed","Tue Nov 29 14:17:09 GMT 2022","Tue Nov 29 14:17:30 GMT 2022","20626","tests","test_sidebar","","","","test_sidebar_reset_cart_yourcart",""
"passed","Tue Nov 29 14:16:32 GMT 2022","Tue Nov 29 14:17:08 GMT 2022","35504","tests","test_sidebar","","","","test_sidebar_reset_cart_inventory",""
"passed","Tue Nov 29 14:14:53 GMT 2022","Tue Nov 29 14:14:53 GMT 2022","28","tests","test_login_page","","","","test_password_is_login[locked_out_user-locked_out_user]",""
"passed","Tue Nov 29 14:15:47 GMT 2022","Tue Nov 29 14:15:48 GMT 2022","274","tests","test_main","","","","test_conformity_item",""
